CustomerID,Signup_Date,Churn_Date,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,StreamingTV,SeniorCitizen,Churn
CUST02126,2/8/2019,,15,96.64,3768.96,Two year,Electronic Check,Fiber optic,Yes,Yes,1,0
CUST02127,7/30/2021,,34,44.6,2631.4,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST02128,6/9/2019,,26,25.28,1339.84,Two year,Electronic Check,Fiber optic,No,Yes,1,0
CUST02129,11/1/2023,,23,69.86,4191.6,One year,Mailed Check,Fiber optic,Yes,Yes,1,0
CUST02130,10/3/2020,,53,45.24,2488.2,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST02131,3/25/2022,10/30/2026,56,92.36,5172.16,One year,Electronic Check,DSL,No,No,1,1
CUST02132,5/29/2021,,23,55.73,1448.98,Two year,Credit Card,Fiber optic,No,No,1,0
CUST02133,3/20/2022,,32,47.09,1930.69,One year,Electronic Check,Fiber optic,Yes,No,1,0
CUST02134,4/8/2021,,51,34.02,1905.12,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST02135,12/24/2022,,31,44.26,2035.96,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST02136,8/4/2022,,57,84.19,4883.02,Two year,Electronic Check,Fiber optic,No,No,0,0
CUST02137,5/5/2021,,39,32.78,1770.12,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST02138,8/15/2020,9/14/2020,1,90.44,90.44,Month-to-month,PayPal,DSL,No,No,1,1
CUST02139,8/24/2019,5/10/2022,33,33.06,1090.98,Two year,Mailed Check,DSL,No,No,0,1
CUST02140,4/9/2021,,57,29.48,1680.36,Month-to-month,Credit Card,DSL,No,Yes,1,0
CUST02141,2/12/2019,,9,92.82,2413.32,Month-to-month,Mailed Check,Fiber optic,No,No,1,0
CUST02142,10/27/2020,,29,52.77,3007.89,Month-to-month,Electronic Check,DSL,Yes,No,0,0
CUST02143,12/18/2019,,11,64.93,3506.22,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST02144,6/30/2023,,15,70.29,1616.67,One year,Electronic Check,Fiber optic,Yes,No,0,0
CUST02145,6/19/2022,,5,75.99,1595.79,Month-to-month,Credit Card,No service,No,Yes,0,0
CUST02146,7/31/2021,4/16/2024,33,42.5,1402.5,Two year,PayPal,Fiber optic,No,Yes,1,1
CUST02147,8/31/2023,,42,87.84,4743.36,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST02148,11/13/2022,,18,39.95,1278.4,One year,Mailed Check,Fiber optic,No,No,0,0
CUST02149,1/11/2021,,14,29.07,465.12,One year,Credit Card,DSL,No,Yes,0,0
CUST02150,6/30/2019,,10,95.63,1434.45,Two year,Mailed Check,No service,No,No,1,0
CUST02151,6/13/2021,6/8/2022,12,92.73,1112.76,Month-to-month,Credit Card,DSL,No,No,0,1
CUST02152,9/26/2023,,11,27.77,1582.89,One year,Electronic Check,DSL,Yes,Yes,1,0
CUST02153,8/5/2019,,24,23.15,1342.7,One year,PayPal,Fiber optic,No,No,0,0
CUST02154,5/13/2020,7/27/2023,39,90.42,3526.38,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,1
CUST02155,6/11/2021,3/22/2025,46,57.83,2660.18,Two year,Mailed Check,Fiber optic,No,Yes,0,1
CUST02156,4/21/2022,,53,58.15,3430.85,One year,Credit Card,Fiber optic,No,No,1,0
CUST02157,3/31/2021,,8,81.37,4312.61,Two year,PayPal,DSL,No,No,1,0
CUST02158,12/9/2021,,43,66.89,3411.39,Two year,PayPal,DSL,No,No,1,0
CUST02159,6/11/2019,,15,99.02,2574.52,Month-to-month,Mailed Check,DSL,No,Yes,1,0
CUST02160,3/21/2021,,27,48.99,2155.56,One year,Electronic Check,Fiber optic,No,No,0,0
CUST02161,11/18/2023,,52,55.27,2984.58,One year,Electronic Check,No service,No,Yes,0,0
CUST02162,9/27/2020,,22,65.75,2301.25,One year,Electronic Check,Fiber optic,No,Yes,1,0
CUST02163,3/8/2023,,47,55.79,3347.4,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST02164,11/26/2020,,8,21.59,928.37,Two year,Electronic Check,Fiber optic,No,No,1,0
CUST02165,3/29/2020,10/15/2022,31,59.34,1839.54,Month-to-month,Mailed Check,No service,Yes,No,1,1
CUST02166,11/13/2020,,44,73.74,3760.74,Month-to-month,Credit Card,DSL,No,No,0,0
CUST02167,5/15/2023,,31,47.51,2327.99,Two year,Credit Card,Fiber optic,No,No,0,0
CUST02168,12/11/2019,,31,47.18,2123.1,One year,Credit Card,Fiber optic,No,No,0,0
CUST02169,6/6/2019,,14,26.8,643.2,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST02170,11/11/2021,,38,49.6,2678.4,Two year,Credit Card,Fiber optic,No,No,0,0
CUST02171,7/20/2022,,11,34.18,888.68,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02172,8/22/2019,2/2/2023,42,69.92,2936.64,One year,PayPal,Fiber optic,No,No,1,1
CUST02173,12/22/2021,,54,74.19,4080.45,One year,Electronic Check,DSL,No,No,1,0
CUST02174,11/10/2021,1/29/2024,27,93.34,2520.18,Two year,Mailed Check,DSL,Yes,Yes,0,1
CUST02175,2/2/2020,,2,28.88,1097.44,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,0
CUST02176,5/9/2023,,16,94.8,2085.6,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST02177,12/16/2020,3/16/2021,3,96.83,290.49,Two year,Mailed Check,No service,Yes,No,0,1
CUST02178,12/20/2020,9/16/2021,9,35.77,321.93,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,1
CUST02179,1/29/2023,,37,70.74,2900.34,Month-to-month,Credit Card,Fiber optic,Yes,No,1,0
CUST02180,8/5/2023,,38,43.39,1778.99,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02181,8/14/2022,7/10/2023,11,83.42,917.62,One year,PayPal,Fiber optic,No,Yes,0,1
CUST02182,7/28/2023,4/23/2024,9,82.93,746.37,Month-to-month,Electronic Check,Fiber optic,No,No,0,1
CUST02183,10/30/2019,,41,48.38,2806.04,Month-to-month,Credit Card,DSL,Yes,Yes,0,0
CUST02184,4/28/2020,,33,98.69,4737.12,One year,Credit Card,DSL,No,No,0,0
CUST02185,7/30/2019,,3,59.58,238.32,Month-to-month,Electronic Check,Fiber optic,Yes,No,1,0
CUST02186,10/27/2019,8/1/2024,58,69.75,4045.5,Two year,Credit Card,Fiber optic,No,No,0,1
CUST02187,6/8/2020,,37,67.23,3294.27,One year,Mailed Check,DSL,No,No,1,0
CUST02188,2/9/2020,,10,99.34,1986.8,Month-to-month,Electronic Check,Fiber optic,Yes,Yes,0,0
CUST02189,12/22/2019,,4,49.22,2953.2,Month-to-month,PayPal,DSL,Yes,Yes,0,0
CUST02190,5/18/2022,,11,40.22,1890.34,Month-to-month,Electronic Check,Fiber optic,Yes,No,0,0
CUST02191,11/10/2019,4/3/2021,17,61.07,1038.19,Two year,Mailed Check,DSL,No,No,1,1
CUST02192,4/6/2023,,60,98.56,5913.6,Month-to-month,Credit Card,DSL,Yes,No,1,0
CUST02193,4/4/2023,,12,92.34,2123.82,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST02194,9/4/2022,,34,21.88,1094,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02195,6/4/2019,,26,45.49,2638.42,One year,PayPal,DSL,No,No,1,0
CUST02196,12/29/2019,3/13/2023,39,33.35,1300.65,Month-to-month,Credit Card,DSL,Yes,No,0,1
CUST02197,5/2/2023,,37,71.95,2734.1,Month-to-month,Electronic Check,DSL,No,Yes,0,0
CUST02198,7/10/2022,,41,76.04,4486.36,Month-to-month,Electronic Check,DSL,Yes,No,0,0
CUST02199,10/8/2021,,2,41.05,1518.85,Month-to-month,Credit Card,Fiber optic,Yes,Yes,1,0
CUST02200,8/8/2021,,57,99.69,5782.02,One year,Mailed Check,Fiber optic,No,No,1,0
CUST02201,3/26/2023,2/3/2027,47,47,2209,Month-to-month,Mailed Check,No service,No,No,1,1
CUST02202,2/28/2022,,47,41.83,2049.67,Month-to-month,Mailed Check,DSL,No,No,1,0
CUST02203,4/6/2023,,43,99.61,4681.67,Month-to-month,Electronic Check,Fiber optic,No,Yes,0,0
CUST02204,4/1/2022,8/8/2026,53,72.54,3844.62,Month-to-month,Credit Card,DSL,No,No,1,1
CUST02205,7/8/2021,,19,72.75,1891.5,One year,Credit Card,DSL,No,Yes,1,0
CUST02206,10/26/2022,,6,46.63,373.04,One year,Mailed Check,DSL,No,No,0,0
CUST02207,12/12/2023,2/4/2025,14,22.51,315.14,One year,Electronic Check,Fiber optic,No,No,0,1
CUST02208,3/2/2022,,29,89.76,3231.36,Month-to-month,Credit Card,Fiber optic,Yes,No,0,0
CUST02209,8/9/2022,,39,94.12,3670.68,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST02210,7/25/2022,,31,20.85,750.6,One year,Credit Card,DSL,No,Yes,0,0
CUST02211,7/3/2022,,56,65.89,3755.73,Month-to-month,Mailed Check,Fiber optic,No,No,0,0
CUST02212,10/23/2020,5/11/2023,31,44.22,1370.82,Month-to-month,Mailed Check,DSL,No,Yes,1,1
CUST02213,11/5/2023,,11,35.97,791.34,One year,Credit Card,Fiber optic,No,Yes,0,0
CUST02214,7/8/2022,,15,57.61,864.15,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST02215,10/9/2020,,54,51.07,2757.78,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST02216,11/6/2019,,27,75.62,2344.22,Two year,Credit Card,No service,No,Yes,0,0
CUST02217,6/19/2021,9/1/2024,39,41.62,1623.18,Month-to-month,Credit Card,DSL,No,No,1,1
CUST02218,5/20/2019,3/15/2020,10,50.01,500.1,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST02219,8/18/2021,,51,49.34,2911.06,Two year,PayPal,Fiber optic,No,No,1,0
CUST02220,6/24/2021,,38,61.01,3050.5,One year,Mailed Check,DSL,Yes,No,0,0
CUST02221,7/17/2022,,53,99.49,5969.4,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02222,9/12/2020,,50,53.96,3021.76,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02223,6/19/2023,,12,76.58,2756.88,Two year,Mailed Check,DSL,No,Yes,0,0
CUST02224,7/16/2020,,40,30.59,1315.37,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST02225,4/26/2022,,43,47.7,2098.8,Month-to-month,PayPal,DSL,No,Yes,0,0
CUST02226,4/26/2019,,33,40.93,1350.69,One year,PayPal,DSL,No,Yes,0,0
CUST02227,12/21/2020,,17,35.43,1736.07,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST02228,11/5/2021,10/1/2022,11,42.53,467.83,Two year,Mailed Check,DSL,No,No,1,1
CUST02229,6/1/2019,,47,26.66,1599.6,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST02230,9/27/2020,,44,55.99,3303.41,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,0
CUST02231,8/3/2021,,22,73.74,3392.04,One year,Credit Card,Fiber optic,Yes,Yes,0,0
CUST02232,7/14/2021,,60,84.44,5066.4,One year,Electronic Check,Fiber optic,No,No,1,0
CUST02233,3/19/2019,,30,93.07,2792.1,Two year,Credit Card,Fiber optic,Yes,Yes,1,0
CUST02234,4/27/2019,7/10/2022,39,88.92,3467.88,Two year,Electronic Check,Fiber optic,No,No,1,1
CUST02235,1/25/2021,,38,91.67,5041.85,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST02236,8/31/2023,1/28/2024,5,21.84,109.2,Month-to-month,Mailed Check,DSL,Yes,No,0,1
CUST02237,8/10/2020,,15,30.28,605.6,Month-to-month,Mailed Check,No service,No,Yes,1,0
CUST02238,6/7/2019,6/26/2021,25,80.97,2024.25,Month-to-month,Electronic Check,Fiber optic,No,No,1,1
CUST02239,8/13/2022,,25,39.44,1695.92,Month-to-month,Credit Card,DSL,No,Yes,1,0
CUST02240,11/5/2023,,9,34.17,717.57,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST02241,10/18/2023,,7,25.2,756,Month-to-month,Mailed Check,No service,No,No,1,0
CUST02242,7/4/2019,9/2/2019,2,65.75,131.5,Month-to-month,Credit Card,Fiber optic,No,No,1,1
CUST02243,6/13/2022,,13,38.96,1441.52,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST02244,5/1/2022,,34,26.99,1592.41,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST02245,11/4/2021,,56,26.03,1457.68,Month-to-month,PayPal,DSL,No,No,1,0
CUST02246,2/26/2021,,59,77.85,4671,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST02247,8/5/2021,,33,78.92,2683.28,Month-to-month,PayPal,DSL,No,No,0,0
CUST02248,4/3/2022,11/13/2025,44,47.29,2080.76,One year,PayPal,Fiber optic,No,No,0,1
CUST02249,2/9/2022,,27,92.71,3893.82,Month-to-month,Credit Card,No service,Yes,No,0,0
CUST02250,6/10/2023,,53,25.63,1460.91,One year,Credit Card,Fiber optic,No,No,1,0
CUST02251,2/22/2023,,10,66.62,1998.6,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST02252,3/26/2019,,39,97.25,5737.75,Two year,Electronic Check,DSL,No,No,0,0
CUST02253,7/10/2021,,7,97.53,2145.66,Month-to-month,Electronic Check,Fiber optic,No,No,0,0
CUST02254,7/17/2023,7/11/2024,12,70.48,845.76,One year,Mailed Check,No service,Yes,Yes,1,1
CUST02255,3/16/2022,10/1/2024,31,46.47,1440.57,One year,Electronic Check,DSL,No,No,0,1
CUST02256,8/27/2022,6/2/2027,58,73.2,4245.6,Month-to-month,Credit Card,DSL,Yes,Yes,0,1
CUST02257,1/21/2020,5/5/2023,40,69.01,2760.4,One year,PayPal,DSL,No,No,1,1
CUST02258,10/20/2020,,39,24.49,1444.91,Month-to-month,Electronic Check,DSL,No,Yes,0,0
CUST02259,5/24/2022,,3,31.1,248.8,One year,PayPal,Fiber optic,No,Yes,0,0
CUST02260,9/1/2021,,57,93.44,5326.08,Month-to-month,Electronic Check,DSL,No,Yes,1,0
CUST02261,10/23/2021,,51,94.12,5458.96,Month-to-month,Electronic Check,DSL,No,Yes,1,0
CUST02262,11/5/2019,,35,34.85,1498.55,Two year,Credit Card,Fiber optic,Yes,No,1,0
CUST02263,5/7/2019,1/21/2022,33,77.46,2556.18,One year,PayPal,DSL,No,Yes,0,1
CUST02264,7/11/2021,7/20/2025,49,27.33,1339.17,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,1
CUST02265,7/31/2019,3/27/2020,8,54.64,437.12,Two year,PayPal,Fiber optic,No,No,1,1
CUST02266,7/19/2023,,6,74.85,2395.2,One year,Electronic Check,No service,No,Yes,1,0
CUST02267,9/11/2023,3/29/2026,31,36.82,1141.42,One year,PayPal,Fiber optic,Yes,Yes,0,1
CUST02268,12/4/2020,,43,77.36,4641.6,One year,PayPal,Fiber optic,No,No,1,0
CUST02269,1/2/2023,,9,50.95,2547.5,One year,Electronic Check,Fiber optic,No,No,0,0
CUST02270,6/22/2019,,58,70.04,4062.32,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST02271,10/30/2021,1/12/2025,39,35.41,1380.99,Month-to-month,Electronic Check,Fiber optic,No,No,0,1
CUST02272,8/16/2022,,35,85.4,3501.4,Two year,Mailed Check,Fiber optic,No,No,1,0
CUST02273,12/20/2019,,53,76.66,4446.28,Month-to-month,PayPal,DSL,No,Yes,1,0
CUST02274,3/22/2019,,1,59.62,1192.4,One year,Credit Card,Fiber optic,Yes,No,0,0
CUST02275,5/22/2020,,58,76.5,4513.5,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST02276,12/20/2022,1/28/2027,50,57.54,2877,Month-to-month,Credit Card,DSL,Yes,No,0,1
CUST02277,6/15/2021,1/25/2025,44,78.53,3455.32,Month-to-month,Mailed Check,Fiber optic,Yes,No,1,1
CUST02278,6/18/2021,,42,67.34,4040.4,Month-to-month,Electronic Check,DSL,No,No,1,0
CUST02279,12/9/2021,,28,88.87,4265.76,One year,Electronic Check,DSL,Yes,No,0,0
CUST02280,12/6/2021,9/21/2024,34,55.4,1883.6,Two year,Mailed Check,Fiber optic,No,Yes,1,1
CUST02281,6/2/2022,8/20/2024,27,60.61,1636.47,Two year,PayPal,No service,Yes,No,1,1
CUST02282,11/22/2019,,24,26.36,790.8,One year,Electronic Check,DSL,Yes,Yes,1,0
CUST02283,1/15/2021,8/22/2025,56,97.94,5484.64,One year,Electronic Check,DSL,No,Yes,0,1
CUST02284,2/2/2021,,3,41.06,205.3,Two year,PayPal,Fiber optic,No,No,1,0
CUST02285,8/2/2020,4/13/2024,45,90.25,4061.25,Month-to-month,Credit Card,Fiber optic,No,Yes,1,1
CUST02286,3/4/2021,12/19/2023,34,66.03,2245.02,Month-to-month,Electronic Check,No service,No,No,1,1
CUST02287,4/17/2021,,28,35.15,984.2,Two year,Electronic Check,DSL,No,Yes,1,0
CUST02288,5/6/2023,7/29/2024,15,29.92,448.8,Two year,Electronic Check,Fiber optic,No,Yes,0,1
CUST02289,11/23/2020,,52,80.93,4451.15,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST02290,10/22/2022,,31,35.06,1893.24,Month-to-month,Credit Card,DSL,No,Yes,0,0
CUST02291,5/9/2022,,51,87.89,4482.39,One year,PayPal,Fiber optic,No,No,0,0
CUST02292,4/18/2019,,50,80.5,4588.5,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02293,6/5/2023,6/24/2025,25,38.22,955.5,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,1
CUST02294,7/16/2022,,23,51.57,2475.36,Month-to-month,PayPal,Fiber optic,No,Yes,1,0
CUST02295,8/18/2022,,38,86.88,3735.84,One year,Electronic Check,DSL,No,No,0,0
CUST02296,11/16/2020,,52,43.74,2274.48,One year,Mailed Check,Fiber optic,No,Yes,0,0
CUST02297,5/15/2019,,48,52.98,2807.94,One year,Electronic Check,DSL,Yes,Yes,0,0
CUST02298,11/6/2020,9/11/2025,59,71.25,4203.75,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,1
CUST02299,7/13/2019,,49,37.46,1985.38,One year,Credit Card,Fiber optic,No,No,1,0
CUST02300,2/16/2022,,54,40.08,2244.48,Month-to-month,Electronic Check,No service,No,No,1,0
CUST02301,10/21/2022,,45,47.58,2712.06,One year,Mailed Check,DSL,Yes,No,1,0
CUST02302,3/2/2021,3/16/2024,37,39.26,1452.62,Month-to-month,Credit Card,Fiber optic,No,Yes,1,1
CUST02303,8/4/2020,,7,20.56,719.6,One year,Mailed Check,DSL,No,No,0,0
CUST02304,5/31/2020,9/18/2022,28,91.24,2554.72,One year,Mailed Check,Fiber optic,No,No,1,1
CUST02305,1/22/2023,10/19/2023,9,74.68,672.12,One year,Electronic Check,Fiber optic,No,No,0,1
CUST02306,10/11/2023,,17,42.52,892.92,Month-to-month,Credit Card,Fiber optic,No,No,1,0
CUST02307,9/6/2022,3/24/2025,31,32.9,1019.9,Month-to-month,Mailed Check,DSL,No,Yes,1,1
CUST02308,5/19/2022,6/27/2026,50,24.93,1246.5,Month-to-month,Credit Card,DSL,Yes,Yes,0,1
CUST02309,11/24/2023,2/16/2025,15,59.51,892.65,One year,Electronic Check,Fiber optic,No,No,1,1
CUST02310,11/4/2019,9/8/2024,59,92.22,5440.98,Month-to-month,PayPal,No service,Yes,No,1,1
CUST02311,11/13/2020,,55,24.83,1415.31,Month-to-month,Credit Card,Fiber optic,No,Yes,1,0
CUST02312,6/16/2019,,6,80.45,563.15,One year,PayPal,DSL,No,Yes,1,0
CUST02313,4/8/2022,10/30/2023,19,54.41,1033.79,One year,Credit Card,Fiber optic,No,No,1,1
CUST02314,9/21/2022,,39,73.92,2956.8,Month-to-month,Mailed Check,Fiber optic,Yes,No,0,0
CUST02315,10/17/2019,6/22/2024,57,91.89,5237.73,Two year,Credit Card,Fiber optic,Yes,Yes,1,1
CUST02316,12/17/2020,,35,55.67,2672.16,Two year,Electronic Check,Fiber optic,Yes,No,1,0
CUST02317,9/27/2020,,27,98.17,5301.18,One year,Electronic Check,DSL,No,No,1,0
CUST02318,9/5/2022,,17,73.96,4363.64,Month-to-month,Mailed Check,Fiber optic,No,Yes,1,0
CUST02319,12/1/2022,12/26/2023,13,45.47,591.11,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST02320,9/18/2022,,1,81.71,2042.75,One year,PayPal,DSL,No,No,0,0
CUST02321,3/13/2021,,46,93.16,4844.32,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST02322,9/22/2019,,48,75.85,3944.2,One year,Mailed Check,Fiber optic,No,Yes,0,0
CUST02323,5/3/2022,,51,68.44,3558.88,Month-to-month,PayPal,No service,No,Yes,1,0
CUST02324,12/22/2022,,1,96.74,483.7,Two year,Mailed Check,DSL,No,Yes,1,0
CUST02325,6/23/2019,,37,65.54,2424.98,Month-to-month,PayPal,DSL,No,No,1,0
CUST02326,9/26/2020,,34,78.17,4221.18,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,0
CUST02327,2/18/2022,,8,45.53,1502.49,Month-to-month,Mailed Check,DSL,Yes,Yes,0,0
CUST02328,2/10/2021,11/27/2023,34,48.65,1654.1,One year,Credit Card,No service,Yes,No,1,1
CUST02329,8/10/2022,9/9/2022,1,84.88,84.88,One year,Credit Card,Fiber optic,No,No,0,1
CUST02330,6/10/2023,,25,49.64,2382.72,One year,Mailed Check,Fiber optic,No,No,1,0
CUST02331,11/3/2020,4/16/2024,42,44.02,1848.84,Month-to-month,Credit Card,Fiber optic,Yes,No,0,1
CUST02332,7/24/2023,,14,59.13,1951.29,Two year,Mailed Check,No service,Yes,Yes,1,0
CUST02333,9/19/2019,5/31/2023,45,63.67,2865.15,Month-to-month,PayPal,DSL,No,No,0,1
CUST02334,10/4/2022,1/11/2027,52,79.6,4139.2,Month-to-month,PayPal,No service,No,No,1,1
CUST02335,12/10/2022,8/31/2024,21,38.25,803.25,Month-to-month,Mailed Check,Fiber optic,No,No,0,1
CUST02336,8/25/2023,,27,33.64,1076.48,One year,Electronic Check,No service,Yes,No,1,0
CUST02337,2/22/2023,2/11/2025,24,75.27,1806.48,Month-to-month,Credit Card,Fiber optic,No,Yes,0,1
CUST02338,11/4/2022,,7,52.78,2744.56,Month-to-month,Credit Card,DSL,No,No,1,0
CUST02339,12/14/2021,10/10/2022,10,90.4,904,Month-to-month,PayPal,DSL,No,Yes,0,1
CUST02340,7/11/2019,,28,45.95,1516.35,Two year,Mailed Check,DSL,No,No,1,0
CUST02341,8/16/2022,,42,83.7,4101.3,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02342,10/5/2022,,38,95.62,4494.14,Month-to-month,PayPal,Fiber optic,No,Yes,0,0
CUST02343,5/17/2021,,17,52.26,888.42,Two year,Electronic Check,Fiber optic,No,Yes,1,0
CUST02344,11/7/2021,,17,89.49,4027.05,Month-to-month,Electronic Check,Fiber optic,No,Yes,1,0
CUST02345,1/11/2021,,55,57.15,3371.85,One year,PayPal,Fiber optic,Yes,No,1,0
CUST02346,2/7/2019,,35,32.21,1449.45,Month-to-month,PayPal,Fiber optic,Yes,Yes,1,0
CUST02347,1/12/2021,,28,79.03,2687.02,Month-to-month,PayPal,Fiber optic,Yes,No,1,0
CUST02348,9/24/2020,,37,50.85,2491.65,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02349,1/5/2020,12/25/2021,24,95.97,2303.28,One year,PayPal,Fiber optic,Yes,No,0,1
CUST02350,3/14/2020,6/27/2023,40,89.87,3594.8,Month-to-month,Electronic Check,No service,No,Yes,0,1
CUST02351,11/30/2020,,18,83.06,4734.42,Month-to-month,Credit Card,Fiber optic,No,Yes,0,0
CUST02352,4/19/2023,,44,50.52,2627.04,One year,Electronic Check,DSL,No,No,0,0
CUST02353,9/22/2021,,26,89.62,5018.72,Month-to-month,PayPal,No service,No,No,1,0
CUST02354,1/29/2020,,49,31.95,1565.55,Month-to-month,Credit Card,DSL,Yes,No,0,0
CUST02355,4/8/2020,,14,49.26,2315.22,Month-to-month,PayPal,Fiber optic,Yes,Yes,0,0
CUST02356,10/9/2019,12/27/2021,27,54.75,1478.25,Two year,Electronic Check,Fiber optic,No,No,1,1
CUST02357,11/14/2019,10/29/2022,36,85.39,3074.04,Two year,Electronic Check,Fiber optic,No,No,0,1
CUST02358,6/8/2019,,51,92.43,5545.8,Two year,Credit Card,No service,No,No,0,0
CUST02359,8/28/2020,,36,32.08,1154.88,Month-to-month,Credit Card,Fiber optic,Yes,No,0,0
CUST02360,9/26/2023,,31,95.68,4018.56,One year,Credit Card,Fiber optic,No,No,0,0
CUST02361,6/3/2023,,12,37.36,1755.92,Month-to-month,Electronic Check,Fiber optic,Yes,No,1,0
CUST02362,7/27/2019,7/16/2021,24,21.31,511.44,Month-to-month,PayPal,Fiber optic,No,No,1,1
CUST02363,11/5/2021,10/20/2024,36,57.78,2080.08,Month-to-month,Credit Card,Fiber optic,Yes,No,0,1
CUST02364,4/28/2023,,36,41.67,2500.2,Month-to-month,Mailed Check,DSL,Yes,No,0,0
CUST02365,1/10/2022,,31,35.82,1325.34,Month-to-month,PayPal,DSL,No,No,1,0
CUST02366,9/7/2023,,17,59.79,2630.76,One year,Mailed Check,DSL,No,No,1,0
CUST02367,2/21/2023,,20,32.67,1502.82,One year,PayPal,Fiber optic,Yes,No,0,0
CUST02368,12/15/2023,,37,86.38,4664.52,Month-to-month,Credit Card,DSL,Yes,No,0,0
CUST02369,12/14/2021,,23,88.31,3090.85,One year,Credit Card,DSL,No,No,0,0
CUST02370,3/19/2019,4/27/2023,50,42.21,2110.5,One year,Electronic Check,Fiber optic,No,Yes,1,1
CUST02371,9/17/2022,6/28/2026,46,35.2,1619.2,Month-to-month,Credit Card,Fiber optic,No,No,0,1
CUST02372,11/20/2020,,26,68.55,3016.2,One year,Electronic Check,No service,No,No,1,0
CUST02373,11/30/2023,11/9/2027,48,59.93,2876.64,One year,Mailed Check,DSL,No,No,0,1
CUST02374,4/19/2023,1/14/2024,9,54.81,493.29,Month-to-month,Credit Card,Fiber optic,Yes,No,0,1
CUST02375,6/19/2022,,55,88.13,5199.67,Month-to-month,Mailed Check,DSL,No,No,0,0
CUST02376,9/26/2019,5/2/2024,56,58.99,3303.44,Two year,Mailed Check,DSL,Yes,No,0,1
CUST02377,5/8/2022,11/18/2025,43,73.26,3150.18,Month-to-month,Electronic Check,Fiber optic,No,No,1,1
CUST02378,2/10/2021,10/8/2021,8,48.27,386.16,Two year,Electronic Check,Fiber optic,No,No,0,1
CUST02379,11/12/2019,,48,28.48,1424,Month-to-month,Mailed Check,Fiber optic,No,Yes,0,0
CUST02380,11/29/2019,2/21/2021,15,96.24,1443.6,Two year,Mailed Check,Fiber optic,No,Yes,1,1
CUST02381,1/6/2020,,29,76.48,4053.44,One year,Credit Card,DSL,Yes,No,1,0
CUST02382,8/30/2023,,51,68.63,4049.17,Month-to-month,Credit Card,Fiber optic,No,No,0,0
CUST02383,11/19/2022,7/31/2026,45,31.32,1409.4,Month-to-month,Mailed Check,DSL,No,No,1,1
CUST02384,4/29/2023,,11,61.5,3505.5,One year,PayPal,Fiber optic,No,No,0,0
CUST02385,7/3/2022,,7,59.54,2560.22,Month-to-month,Credit Card,DSL,Yes,No,0,0
CUST02386,7/15/2023,,14,37.31,1865.5,One year,Mailed Check,Fiber optic,No,No,1,0
CUST02387,12/6/2019,,33,59.24,3080.48,Month-to-month,Electronic Check,No service,Yes,No,1,0
